Name, Website, Pubs
Saba Eskandarian, https://www.cs.unc.edu/~saba, 5
Donald E. Porter, http://www.cs.unc.edu/~porter, 1
Colin Raffel, https://colinraffel.com/, 1
Cynthia Sturton, http://cs.unc.edu/~csturton, 1
Amit Klein 0001, https://www.securitygalore.com/, 5
Yossi Gilad, https://www.cs.huji.ac.il/~yossigi, 3
Aviv Zohar, http://www.cs.huji.ac.il/~avivz, 3
Yossi Adi, https://www.cs.huji.ac.il/~adiyoss, 1
Ilan Komargodski, https://www.cs.huji.ac.il/~ilank, 1
Yang Liu 0003, https://www3.ntu.edu.sg/home/yangliu, 17
Tianwei Zhang 0004, https://personal.ntu.edu.sg/tianwei.zhang, 7
Jun Luo 0001, https://www3.ntu.edu.sg/home/junluo, 2
Ying He 0001, https://www3.ntu.edu.sg/home/yhe, 1
Shangwei Lin 0001, http://www.ntu.edu.sg/home/shang-wei.lin, 1
Thomas Peyrin, https://thomaspeyrin.github.io/web, 1
Conrad Watt, https://conrad-watt.github.io/, 1
Srini Devadas, https://people.csail.mit.edu/devadas, 7
Mengjia Yan 0001, https://people.csail.mit.edu/mengjia, 3
Vinod Vaikuntanathan, http://www.mit.edu/~vinodv, 2
Ryan Williams, http://web.stanford.edu/~rrwill, 2
Nickolai Zeldovich, https://people.csail.mit.edu/nickolai, 2
Bonnie Berger, https://people.csail.mit.edu/bab, 1
Adam Chlipala, http://adam.chlipala.net/, 1
Silvio Micali, https://people.csail.mit.edu/silvio, 1
Martin C. Rinard, http://people.csail.mit.edu/rinard, 1
Jun Xu 0024, https://www.cs.utah.edu/~junxzm, 11
Stefan Nagy, https://www.cs.utah.edu/~snagy, 5
Mu Zhang 0001, https://www.cs.utah.edu/~muzhang, 3
Sameer Patil, https://www.sameerpatil.com/, 2
Luis Garcia 0001, https://lagarcia.us/, 1
Harm Griffioen, https://harmgriffioen.github.io/, 4
Kaitai Liang, https://www.tudelft.nl/ewi/over-de-faculteit/afdelingen/intelligent-systems/cybersecurity/computational-privacy/people/kaitai-liang, 4
Stjepan Picek, https://www.tudelft.nl/en/staff/s.picek, 3
Evangelia Anna Markatou, https://markatou.github.io/, 2
Zekeriya Erkin, https://www.tudelft.nl/staff/z.erkin, 1
Guohao Lan, https://guohao.netlify.app/, 1
Giovane Cesar Moreira Moura, http://giovane-moura.nl/, 1
Georgios Smaragdakis, https://gsmaragd.github.io/, 1
Qun Song 0001, https://song-qun.github.io/, 1
Alexios Voulimeneas, https://alexios-voulimeneas.github.io/, 1
Kangkook Jee, https://kangkookjee.github.io/, 6
Chung Hwan Kim, https://chungkim.io/, 5
Murat Kantarcioglu, http://www.utdallas.edu/~muratk, 4
Wei Yang 0013, http://web.engr.illinois.edu/~weiyang3, 3
Kevin W. Hamlen, http://www.utdallas.edu/~hamlen, 2
Shiyi Wei, http://utdallas.edu/~swei, 2
Bhavani Thuraisingham, http://www.utdallas.edu/~bhavani.thuraisingham, 1
Xinda Wang 0001, https://xindawang.org/, 1
Jeremy Blackburn, https://www.binghamton.edu/computer-science/contact/profile.html?id=jblackbu, 5
Zeyu Ding 0001, https://www.binghamton.edu/computer-science/people/profile.html?id=dding1, 3
Aravind Prakash, https://www.binghamton.edu/cs/people/aprakash.html, 3
Adnan Siraj Rakin, https://www.binghamton.edu/computer-science/people/profile.html?id=arakin, 3
Kanad Ghose, http://www.cs.binghamton.edu/~ghose, 1
Yu David Liu, http://www.cs.binghamton.edu/~davidl, 1
Dmitry V. Ponomarev, http://www.cs.binghamton.edu/~dima, 1
Seunghee Shin, https://sites.google.com/binghamton.edu/seunghee, 1
Yves-Alexandre de Montjoye, https://www.imperial.ac.uk/computing/people/academic-staff, 6
Antoine Cully, https://www.imperial.ac.uk/people/a.cully, 3
Hamed Haddadi, https://haddadi.github.io/, 3
William J. Knottenbelt, http://www.imperial.ac.uk/people/w.knottenbelt, 2
Emil C. Lupu, http://www.imperial.ac.uk/people/e.c.lupu, 1
Sergio Maffeis, https://www.doc.ic.ac.uk/~maffeis, 1
Marek Rei, https://www.marekrei.com/, 1
Ding Li 0001, https://marapapman.github.io/, 10
Yao Guo 0001, http://sei.pku.edu.cn/~yaoguo, 5
Xiangqun Chen, http://www.sei.pku.edu.cn/people/cherry, 4
Ping Wang 0003, https://ics.pku.edu.cn/gywm/jsgrzy/1066633d7d214263a734d50eb7454f6f.htm, 4
Tao Xie 0001, https://taoxiease.github.io/, 3
Xin Jin 0008, https://xinjin.github.io/, 2
Yansong Feng, https://sites.google.com/site/ysfeng/home, 1
Xinhui Han, http://162.105.163.117/index.php?s=/Home/Article/detail/id/557.html, 1
Katharina Kohls, https://kkohls.org/index.html, 4
Veelasha Moonsamy, https://www.veelasha.org/, 4
Gunes Acar, https://gunesacar.net/, 3
Lejla Batina, http://www.cs.ru.nl/~lejla, 3
Robbert Krebbers, http://robbertkrebbers.nl/, 1
Bart Mennink, http://www.cs.ru.nl/~bmennink/index.php, 1
Peter Scholl, https://pascholl.github.io/, 5
Diego F. Aranha, https://dfaranha.github.io/, 4
Claudio Orlandi, https://cs.au.dk/~orlandi, 4
Ivan Damgård, https://cs.au.dk/~ivan, 2
Lars Birkedal, http://cs.au.dk/~birke, 1
Jesper Buus Nielsen, https://pure.au.dk/portal/en/persons/jesper-buus-nielsen(f428c4b3-80b3-403a-ada6-9ecb0fad97b2).html, 1
Bas Spitters, https://cs.au.dk/~spitters, 1
Wei Meng 0001, https://www.cse.cuhk.edu.hk/~wei, 9
John C. S. Lui, http://www.cse.cuhk.edu.hk/~cslui, 1
Michael R. Lyu, http://www.cse.cuhk.edu.hk/lyu, 1
Qiang Xu 0001, http://www.cse.cuhk.edu.hk/~qxu, 1
Haoyu Wang 0001, https://howiepku.github.io/, 10
Hai Jin 0001, http://faculty.hust.edu.cn/jinhai/en/index.htm, 7
Deqing Zou, http://faculty.hust.edu.cn/zoudeqing/en/index.htm, 4
Laurence T. Yang, http://faculty.hust.edu.cn/yangtianruo/en/index.htm, 3
Shengshan Hu, http://faculty.hust.edu.cn/HUSHENGSHAN/en/index.htm, 1
Xiaojing Ma 0002, http://faculty.hust.edu.cn/maxiaojing/en/index.htm, 1
John V. Monaco, http://www.vmonaco.com/, 3
Armon Barton, https://armonbarton.com/, 1
Britta Hale, http://faculty.nps.edu/haleb, 1
Joshua A. Kroll, https://www.jkroll.com/, 1
Tao Wang 0012, https://www.sfu.ca/computing/people/faculty/tao-wang.html, 5
Jian-Liang Wu, https://allenjlw.github.io/, 5
Vasileios P. Kemerlis, https://cs.brown.edu/~vpk, 5
Roberto Tamassia, http://cs.brown.edu/~rt, 5
Nikos Vasilakis, https://nikos.vasilak.is/, 2
Seny Kamara, https://cs.brown.edu/~seny, 1
Anna Lysyanskaya, https://cs.brown.edu/people/anna, 1
Peihan Miao 0001, https://sites.google.com/view/peihanmiao/home, 1
Cong Wang 0001, https://www.cs.cityu.edu.hk/~congwang, 9
Qingchuan Zhao, https://bruceqczhao.github.io/, 5
Xiaohua Jia, https://www.cs.cityu.edu.hk/~jia, 2
Weitao Xu, https://www.weitaoxu.com/, 2
Jun Huang 0001, https://www.cs.cityu.edu.hk/~jhuan9, 1
Jianping Wang 0001, https://www.cs.cityu.edu.hk/~jianwang, 1
Nuno Santos 0001, https://imm.medicina.ulisboa.pt/en/investigacao/labs/santos-nuno-c-lab, 5
Luís E. T. Rodrigues, http://www.gsd.inesc-id.pt/~ler, 3
Pedro Adão, https://www.it.pt/Members/Index/1909, 2
Alysson Neves Bessani, https://ciencias.ulisboa.pt/perfil/anbessani, 1
Miguel Correia 0001, http://www.gsd.inesc-id.pt/~mpc, 1
Bernardo Ferreira, https://ciencias.ulisboa.pt/en/perfil/blferreira, 1
José Fragoso Santos, http://web.ist.utl.pt/jose.fragoso, 1
Marius Muench, https://www.mariusmue.com/, 5
Tom Chothia, https://www.birmingham.ac.uk/staff/profiles/computer-science/academic-staff/chothia-tom.aspx, 4
Flavio D. Garcia, https://www.birmingham.ac.uk/staff/profiles/computer-science/academic-staff/garcia-flavio.aspx, 4
David F. Oswald, https://www.birmingham.ac.uk/staff/profiles/computer-science/academic-staff/oswald-david.aspx, 4
Pascal Berrang, https://www.birmingham.ac.uk/staff/profiles/computer-science/academic-staff/berrang-pascal.aspx, 1
Yuan Tian 0001, https://www.ytian.info/, 11
Rafail Ostrovsky, http://www.cs.ucla.edu/~rafail, 6
Mani B. Srivastava, http://www.ee.ucla.edu/mani-srivastava, 2
Alvaro A. Cárdenas, https://users.soe.ucsc.edu/~alacarde, 6
Ioannis Demertzis, https://idemertzis.com/, 3
Abhradeep Thakurta, https://aguhatha.github.io/, 3
Cormac Flanagan, https://users.soe.ucsc.edu/~cormac, 1
Mohsen Lesani, https://mohsenlesani.github.io/, 1
Yang Liu 0018, http://www.yliuu.com/, 1
Chen Qian 0001, https://www.soe.ucsc.edu/people/qian, 1
Alastair R. Beresford, https://www.cl.cam.ac.uk/~arb33, 4
Ross J. Anderson, https://www.cl.cam.ac.uk/~rja14, 3
Timothy M. Jones 0001, https://www.cl.cam.ac.uk/~tmj32, 2
Simon W. Moore, https://www.cl.cam.ac.uk/~swm11, 2
Peter Sewell, https://www.cl.cam.ac.uk/~pes20, 2
Robert N. M. Watson, https://www.cl.cam.ac.uk/~rnw24, 2
Nicholas D. Lane, https://www.cst.cam.ac.uk/people/ndl32, 1
Ralf Küsters, https://sec.informatik.uni-stuttgart.de/people/kuesters, 7
Michael Pradel, http://software-lab.org/people/Michael_Pradel.html, 6
Yuval Elovici, https://cyber.bgu.ac.il/yuval, 8
Yossef Oren, https://iss.oy.ne.ro/, 5
Asaf Shabtai, http://www.ise.bgu.ac.il/engineering/PersonalWebSite1main.aspx?id=VrjseMur, 2
Aryeh Kontorovich, https://www.cs.bgu.ac.il/~karyeh, 1
Arthur Gervais, http://arthurgervais.com/, 9
Lorenzo Cavallaro, https://s2lab.cs.ucl.ac.uk/people/sullivan, 6
Philipp Jovanovic, https://philipp.jovanovic.io/, 2
Tristan Caulfield, https://iris.ucl.ac.uk/iris/browse/profile?upi=TCAUL00, 1
Minhui Xue, https://www.adelaide.edu.au/directory/jason.xue, 14
Xiaogang Zhu 0001, https://www.adelaide.edu.au/directory/xiaogang.zhu, 3
Damith Chinthana Ranasinghe, http://www.adelaide.edu.au/directory/damith.ranasinghe, 1
Markus Wagner 0007, https://cs.adelaide.edu.au/~markus, 1
Bogdan Carbunar, https://users.cs.fiu.edu/~carbunar, 5
A. Selcuk Uluagac, http://nweb.eng.fiu.edu/selcuk, 5
Ruimin Sun, https://www.ruiminsun.com/, 4
Amin Kharraz, https://kharraz.org/, 1
Joseph K. Liu, http://users.monash.edu.au/~kailiu, 4
Ron Steinfeld, http://users.monash.edu.au/~rste, 4
Xingliang Yuan, https://xyuancs.github.io/, 4
Muhammed F. Esgin, https://mfesgin.github.io/, 3
Amin Sakzad, https://research.monash.edu/en/persons/amin-sakzad, 3
Xiaoning Du 0001, https://xiaoningdu.github.io/, 2
Jian Liu 0001, http://web.eecs.utk.edu/~jliu, 4
Doowon Kim, https://www.eecs.utk.edu/people/doowon-kim, 3
Scott Ruoti, https://isrl.byu.edu/researchers/scott-ruoti, 3
Max Schuchard, https://web.eecs.utk.edu/~mschucha/index.html, 3
Yueqi Chen 0001, http://cusecurity.cs.colorado.edu/yueqichen, 10
Eric Wustrow, https://ericw.us/trow, 4
Maria Leonor Pacheco, https://www.colorado.edu/cs/maria-l-pacheco, 1
Yuekang Li, https://thepatrickstar.github.io/, 10
Hammond A. Pearce, https://www.unsw.edu.au/staff/hammond-pearce, 4
Jingling Xue, http://www.cse.unsw.edu.au/~jingling, 3
Yulei Sui, https://research.unsw.edu.au/people/associate-professor-yulei-sui, 2
Salil S. Kanhere, http://www.cse.unsw.edu.au/~salilk, 1
Carroll Morgan, http://www.cse.unsw.edu.au/~carrollm, 1
Xing Gao 0001, http://xgao-work.github.io/, 9
Chengmo Yang, https://www.eecis.udel.edu/~chengmo, 2
Xu Yuan 0001, https://yuanxuyx.github.io/index.html, 2
Rui Zhang 0007, https://www.eecis.udel.edu/~ruizhang, 1
Andrei Sabelfeld, https://www.chalmers.se/en/staff/Pages/andrei.aspx, 8
Alejandro Russo, https://www.chalmers.se/en/staff/Pages/russo.aspx, 2
Magnus Almgren, https://www.chalmers.se/en/staff/Pages/magnus-almgren.aspx, 1
Martin R. Albrecht, https://malb.io/, 5
Fabio Pierazzi, https://www.kcl.ac.uk/people/fabio-pierazzi, 5
Grigorios Loukides, https://www.kcl.ac.uk/people/grigorios-loukides, 1
Nicola Paoletti, https://www.kcl.ac.uk/people/nicola-paoletti, 1
Jose M. Such, https://www.kcl.ac.uk/people/jose-such, 1
Thomas Eisenbarth 0001, https://www.its.uni-luebeck.de/mitarbeiterinnen/thomas-eisenbarth.html, 9
Esfandiar Mohammadi, https://www.its.uni-luebeck.de/mitarbeiterinnen/esfandiar-mohammadi.html, 2
Long Cheng 0005, https://people.computing.clemson.edu/~lcheng2, 5
Zhenkai Zhang, https://zhenkai-zhang.github.io/, 5
Kelly Caine, https://kellycaine.wordpress.com/, 1
Guo Freeman, http://guof.people.clemson.edu/, 1
Rong Ge 0002, https://people.cs.clemson.edu/~rge, 1
Mert D. Pesé, https://mpese.com/, 1
Arpita Patra, http://www.csa.iisc.ac.in/~arpita, 5
Vinod Ganapathy, http://www.csa.iisc.ac.in/~vg, 2
Chaya Ganesh, https://www.csa.iisc.ac.in/~chaya, 1
Bhavana Kanukurthi, http://www.csa.iisc.ac.in/~bhavana, 1
Wei You, http://www.youwei.name/, 8
Jianjun Huang 0001, https://hjjandy.github.io/, 3
Wenchang Shi, http://info.ruc.edu.cn/academic_professor.php?teacher_id=63, 3
Bin Liang 0002, http://info.ruc.edu.cn/academic_professor.php?teacher_id=27, 2
Xiaofeng Meng 0001, http://idke.ruc.edu.cn/xfmeng/index.html, 1
Rikke Bjerg Jensen, https://pure.royalholloway.ac.uk/en/persons/rikke-bjerg-jensen, 2
Guido Schmitz, https://pure.royalholloway.ac.uk/en/persons/guido-schmitz, 2
Christian Weinert, https://pure.royalholloway.ac.uk/en/persons/christian-weinert, 2
Saqib A. Kakvi, https://pure.royalholloway.ac.uk/en/persons/saqib-kakvi, 1
Maryam Mehrnezhad, https://pure.royalholloway.ac.uk/en/persons/maryam-mehrnezhad, 1
Elizabeth A. Quaglia, https://pure.royalholloway.ac.uk/en/persons/elizabeth-quaglia, 1
Yiannis Tselekounis, https://www.yiannistselekounis.com/, 1
Bo Luo, http://www.ittc.ku.edu/~bluo, 7
Alexandru G. Bardas, https://www.ittc.ku.edu/~alexbardas, 4
Fengjun Li, http://www.ittc.ku.edu/~fli, 2
Drew Davidson, https://ittc.ku.edu/~drew, 1
Haipeng Cai, https://school.eecs.wsu.edu/people/faculty/haipeng-cai, 6
Xu Lin 0003, https://school.eecs.wsu.edu/faculty/profile/?nid=xu.lin, 3
Feng-Hao Liu, https://school.eecs.wsu.edu/faculty/profile/?nid=feng-hao.liu, 1
Zhi Wang 0004, http://www.cs.fsu.edu/~zwang, 5
Viet Tung Hoang, http://www.cs.fsu.edu/~tvhoang, 3
Jie Yang 0003, http://www.cs.fsu.edu/~jieyang, 2
Xin Yuan 0001, http://www.cs.fsu.edu/~xyuan, 1
Jinku Li, https://web.xidian.edu.cn/jkli, 6
Jianfeng Ma 0001, https://web.xidian.edu.cn/jfma, 5
Xiaofeng Chen 0001, https://web.xidian.edu.cn/xfchen, 4
Haichang Gao, https://web.xidian.edu.cn/hchgao, 1
Yulong Shen, https://web.xidian.edu.cn/ylshen, 1
Cong Sun 0001, https://web.xidian.edu.cn/suncong/index.html, 1
Haya Schulmann, https://sites.google.com/view/schulmann, 9
Wenqiang Jin, http://csee.hnu.edu.cn/people/jinwenqiang, 3
Zhenyu Ning, https://ningzhenyu.github.io/index.html, 3
Xu He, http://csee.hnu.edu.cn/people/hexu, 2
Hongbo Jiang 0001, https://hongbojiang2004.github.io/en, 2
Jinhua Cui 0002, https://cimcs.github.io/, 1
Daibo Liu, https://sites.google.com/site/dbliuuestc, 1
Fei Peng, http://csee.hnu.edu.cn/people/pengfei, 1
Le Guan, https://guanle.org/, 4
Roberto Perdisci, http://roberto.perdisci.com/, 4
Kyu Hyung Lee, http://cobweb.cs.uga.edu/~kyuhlee, 2
Mustakimur Khandaker, https://www.cs.uga.edu/directory/people/mustakimur-r-khandaker, 1
Kang Li 0001, http://cobweb.cs.uga.edu/~kangli, 1
Wenwen Wang 0001, https://cobweb.cs.uga.edu/~wenwen, 1
Mohammad Mannan, https://users.encs.concordia.ca/~mmannan, 4
Mourad Debbabi, https://users.encs.concordia.ca/~debbabi, 3
Lingyu Wang 0001, https://users.encs.concordia.ca/~wang, 3
Ivan Pustogarov, https://www.ipust.net/, 1
Amr M. Youssef, https://users.encs.concordia.ca/~youssef, 1
Yue Zhang 0025, https://yue.zyueinfosec.com/, 7
Zhibo Sun, https://www.zhibosun.me/, 3
Mainack Mondal, https://cse.iitkgp.ac.in/~mainack, 6
Debdeep Mukhopadhyay, http://cse.iitkgp.ac.in/~debdeep, 2
Soumyajit Dey, http://cse.iitkgp.ac.in/~soumya, 1
Satrajit Ghosh, https://satcrypt.github.io/, 1
Bing Mao, https://www.usenix.org/conference/usenixsecurity17/speaker-or-organizer/bing-mao-nanjing-university, 5
Fengyuan Xu, https://cs.nju.edu.cn/fxu, 3
Yuan Yao 0001, https://cs.nju.edu.cn/yuanyao, 2
Jian Lu 0001, http://cs.nju.edu.cn/58/2a/c2639a153642/page.htm, 1
Feng Xu 0007, http://ics.nju.edu.cn/people/fengxu, 1
Lei Xu 0003, http://cs.nju.edu.cn/xulei, 1
Qingkai Zeng 0002, https://cs.nju.edu.cn/58/1a/c2639a153626/page.htm, 1
Sheng Zhong 0002, http://cosec.nju.edu.cn/index.php/%25E4%25BB%25B2%25E7%259B%259B_Sheng_Zhong, 1
Mike Rosulek, http://eecs.oregonstate.edu/~rosulekm, 5
Sanghyun Hong 0001, https://sanghyun-hong.github.io/, 2
Zane Ma, https://zanema.com/, 1
Alan Wang, http://eecs.oregonstate.edu/people/wang-alan, 1
Konrad Rieck, https://www.mlsec.org/team/rieck, 5
Jean-Pierre Seifert, https://www.eecs.tu-berlin.de/menue/einrichtungen/professuren/professorinnen/seifert, 5
Florian Tschorsch, https://www.dsi.tu-berlin.de/menue/arbeitsgruppe/tschorsch, 1
Pierre Laperdrix, https://plaperdr.github.io/, 4
Romain Rouvoy, http://romain.rouvoy.fr/, 2
Walter Rudametkin, https://www.cristal.univ-lille.fr/profil/wrudamet, 2
Aurélien Bellet, http://researchers.lille.inria.fr/abellet, 1
Zhice Yang, https://www.yangzhice.com/, 3
Fu Song, https://sist.shanghaitech.edu.cn/sist_en/2020/0814/c7582a54913/page.htm, 2
Yuqi Chen 0001, https://yuqichen94.github.io/, 1
Chundong Wang 0001, https://toast-lab.tech/, 1
Daniel Votipka, https://www.eecs.tufts.edu/~dvotipka, 11
Jeffrey S. Foster, http://www.cs.umd.edu/~jfoster, 1
Ioana Boureanu, http://people.itcarlson.com/ioana, 4
Sasa Radomirovic, https://www.surrey.ac.uk/people/sasa-radomirovic, 3
Liqun Chen 0002, https://www.surrey.ac.uk/people/liqun-chen, 2
Daniel Gardham, https://www.surrey.ac.uk/people/daniel-gardham, 1
Yangguang Tian, https://www.surrey.ac.uk/people/yangguang-tian, 1
Musard Balliu, http://www.csc.kth.se/~musard, 5
Mads Dam, http://www.csc.kth.se/~mfd, 1
Roberto Guanciale, http://www.csc.kth.se/~robertog, 1
Mauro Conti, https://www.math.unipd.it/~conti, 8
Eleonora Losiouk, https://www.math.unipd.it/~elosiouk, 1
Adwait Nadkarni, https://www.adwaitnadkarni.com/, 6
Denys Poshyvanyk, http://www.cs.wm.edu/~denys, 3
Dmitry Evtyushkin, http://www.wm.edu/as/computerscience/faculty, 1
Stephen Herwig, http://www.cs.wm.edu/~smherwig, 1
Christian Doerr, https://hpi.de/forschung/fachgebiete/cybersecurity-enterprise-security.html, 6
Cong Shi 0004, https://web.njit.edu/~cs638, 4
Zhihao Yao 0001, https://web.njit.edu/~zy8, 3
Reza Curtmola, https://web.njit.edu/~crix, 2
Iulian Neamtiu, https://web.njit.edu/~ineamtiu, 1
Kurt Rohloff, https://web.njit.edu/~rohloff, 1
Jiang Ming 0002, https://cs.tulane.edu/~jming, 11
Margo I. Seltzer, https://www.eecs.harvard.edu/margo, 3
Mathias Lécuyer, https://mathias.lecuyer.me/, 2
Aastha Mehta, https://aasthakm.github.io/, 2
Thomas Pasquier, https://tfjmp.org/, 2
Ivan Beschastnikh, http://www.cs.ubc.ca/~bestchai, 1
Alexandra Fedorova, https://www.ece.ubc.ca/faculty/alexandra-sasha-fedorova, 1
Julia Rubin, https://www.ece.ubc.ca/faculty/julia-rubin, 1
Yuhong Nan, https://nanyuhong.github.io/, 8
Lei Xue 0001, https://cslxue.github.io/, 6
Joseph P. Near, https://www.uvm.edu/~jnear, 4
Jeremiah Onaolapo, https://www.uvm.edu/~jonaolap, 2
Christian Skalka, http://www.cs.uvm.edu/~skalka, 2
Yuanyuan Feng, http://www.yuanyuanfeng.com/, 1
Emma Tosch, https://emmatosch.com/, 1
Yuseok Jeon, https://ysjeon.net/, 3
Hyungon Moon, http://hyungon.unist.ac.kr/, 3
Miran Kim, https://k-miran.github.io/, 2
Rainer Böhme, https://informationsecurity.uibk.ac.at/people/rainer-boehme, 4
Russell W. F. Lai, https://www.aalto.fi/en/people/russell-w-f-lai, 4
Tuomas Aura, https://people.aalto.fi/new/tuomas.aura, 1
Chris Brzuska, http://chrisbrzuska.de/, 1
Janne Lindqvist, https://www.lindqvistlab.org/, 1
Antti Oulasvirta, http://users.comnet.aalto.fi/oulasvir, 1
Thomas Haines, https://comp.anu.edu.au/people/thomas-haines, 5
Alwen Tiu, https://cecs.anu.edu.au/people/alwen-tiu, 1
Heejo Lee, https://ccs.korea.ac.kr/people/heejo, 4
Hakjoo Oh, http://prl.korea.ac.kr/~pronto/home, 3
Nikos Triandopoulos, http://web.stevens.edu/facultyprofile/?id=2227, 2
Wendy Hui Wang, http://www.cs.stevens.edu/~hwang4, 2
Tegan Brennan, https://web.stevens.edu/facultyprofile/?id=2427, 1
Eric Koskinen, http://www.erickoskinen.com/, 1
David A. Naumann, http://www.cs.stevens.edu/~naumann, 1
Martin Johns, http://www.martinjohns.com/, 6
Xinwen Fu, http://www.cs.uml.edu/~xinwenfu, 4
Sashank Narain, https://www.linkedin.com/in/sashanknarain, 3
Yimin Chen 0004, https://ianchen88.github.io/, 1
Tingjian Ge, http://www.cs.uml.edu/~ge, 1
Yao Liu 0007, http://www.cse.usf.edu/~yliu, 5
Xinming Ou, http://www.cse.usf.edu/~xou, 1
Yili Ren, https://yiliren.github.io/, 1
Attila A. Yavuz, http://csee.usf.edu/~attilaayavuz, 1
Qiang Tang 0005, https://alkistang.github.io/, 4
Dacheng Tao, https://sydney.edu.au/engineering/people/dacheng.tao.php, 2
Rahul Gopinath, https://rahul.gopinath.org/, 1
Vincent Gramoli, https://www.sydney.edu.au/engineering/about/our-people/academic-staff/vincent-gramoli.html, 1
Johannes Kinder, https://www.plai.ifi.lmu.de/people/professors/kinder, 4
Gidon Ernst, https://www.sosy-lab.org/people/ernst, 1
Christina Pöpper, https://poepper.net/, 7
Hoeteck Wee, http://www.di.ens.fr/~wee, 3
David Pointcheval, http://www.di.ens.fr/~pointche, 1
James W. Mickens, http://mickens.seas.harvard.edu/, 2
Salil P. Vadhan, http://www.eecs.harvard.edu/~salil, 2
Stephen Chong, http://people.seas.harvard.edu/~chong, 1
Minlan Yu, http://www-bcf.usc.edu/~minlanyu, 1
Thorsten Strufe, https://ps.tm.kit.edu/members_101.php, 4
Christian Wressnegger, https://intellisec.de/chris, 2
Chen Wang 0009, https://csc.lsu.edu/~chenwang, 2
Phani Vadrevu, https://www.phanivadrevu.com/, 1
Qingyang Wang 0001, https://csc.lsu.edu/~qywang, 1
Qiben Yan, https://cse.msu.edu/~qyan, 2
Vishnu Naresh Boddeti, http://vishnu.boddeti.net/, 1
Zhichao Cao 0001, https://cse.msu.edu/~caozc, 1
Yu Kong, https://www.egr.msu.edu/~yukong, 1
Li Xiao 0001, http://www.cse.msu.edu/~lxiao, 1
Xiong Fan, https://leofanxiong.github.io/, 2
Dong Deng 0001, https://www.cs.rutgers.edu/faculty/dong-deng, 1
Periklis A. Papakonstantinou, http://papakonstantinou.net/, 1
Minesh Patel, https://www.mineshp.com/, 1
Jaideep Vaidya, https://www.business.rutgers.edu/faculty/jaideep-vaidya, 1
Sheng Wei 0001, http://eceweb1.rutgers.edu/~sw891, 1
Luca Allodi, https://www.tue.nl/en/university/departments/mathematics-and-computer-science/the-department/staff/detail/ep/e/d/ep-uid/20179507/ep-tab/2, 3
Jens Grossklags, http://www.cybertrust.in.tum.de/index.php?id=101, 6
Chunyang Chen, https://chunyang-chen.github.io/, 1
Tsz Hon Yuen, https://thyuen.github.io/, 5
T.-H. Hubert Chan, https://i.cs.hku.hk/~hubert, 1
Olga Ohrimenko, https://people.eng.unimelb.edu.au/oohrimenko, 3
Toby C. Murray, http://people.eng.unimelb.edu.au/tobym, 1
Benjamin I. P. Rubinstein, http://www.bipr.net/, 1
Vanessa Teague, https://people.eng.unimelb.edu.au/vjteague, 1
Alexandra Dmitrienko, https://se.informatik.uni-wuerzburg.de/secure-software-systems-group/staff0/alexandra-dmitrienko, 4
Samuel Kounev, https://se.informatik.uni-wuerzburg.de/software-engineering-group/staff/samuel-kounev, 1
Adi Shamir, https://www.weizmann.ac.il/pages/search/people?language=english&single=1&person_id=1486, 4
Moni Naor, https://www.weizmann.ac.il/pages/search/people?language=english&single=1&person_id=2337, 1
Guy N. Rothblum, https://www.weizmann.ac.il/pages/search/people?language=english&single=1&person_id=26799, 1
Binghui Wang, http://wangbinghui.net/, 4
Hyoungshick Kim, https://seclab.skku.edu/people/hyoungshick-kim, 4
Hyungjoon Koo, https://secai.skku.edu/, 2
Tamer Abuhmed, https://infolab.skku.edu/, 1
Ryan Henry, http://homes.soic.indiana.edu/henry, 3
Zongpeng Li, http://www.cpsc.ucalgary.ca/~zongpeng, 2
Joel Reardon, http://pages.cpsc.ucalgary.ca/~joel.reardon, 2
Dominique Schröder, https://www.chaac.tf.fau.de/person/dominique-schroder, 7
Felix C. Freiling, https://www.cs1.tf.fau.de/person/felix-freiling, 1
Sjouke Mauw, http://satoss.uni.lu/members/sjouke, 3
Alex Biryukov, http://wwwen.uni.lu/snt/people/alex_biryukov, 1
Thomas Engel 0001, http://wwwen.uni.lu/snt/people/thomas_engel, 1
Yves Le Traon, http://wwwen.uni.lu/recherche/fstc/computer_science_and_communications_research_unit/members/yves_le_traon, 1
Murtuza Jadliwala, https://sprite.utsa.edu/people/mjadliwala, 2
Peyman Najafirad, https://secureaiautonomylab.github.io/, 2
Jianwei Niu 0001, http://www.cs.utsa.edu/~niu, 1
Rocky Slavin, http://galadriel.cs.utsa.edu/~rslavin, 1
Xiaoyin Wang, http://www.cs.utsa.edu/~xwang, 1
Qian Wang 0002, http://nisplab.whu.edu.cn/people.html, 10
Kent E. Seamons, https://cs.byu.edu/faculty/seamons, 5
Daniel Zappala, https://cs.byu.edu/faculty/zappala, 2
Panagiotis Ilia, https://www.cut.ac.cy/faculties/fet/eecei/department_staff/academic_staff/panagiotis.ilia/?languageId=1, 6
Eleftherios Kokoris-Kogias, https://ist.ac.at/en/research/kokoris-group, 5
Krzysztof Pietrzak, https://ist.ac.at/research/research-groups/pietrzak-group, 1
Feng Qian 0001, https://feng-qian.github.io/, 2
John S. Heidemann, https://www.isi.edu/~johnh, 1
Barath Raghavan, https://raghavan.usc.edu/, 1
